Metrics,Model Category,Model,y
MSE,General,CNN,3.254179279271085
MSE,General,RNN,1.0575856777869166
MSE,General,GRU,0.8409685200089095
MSE,General,LSTM,0.7467537301278961
MSE,MA,CNN,1.637881780552478
MSE,MA,RNN,0.03793543344140488
MSE,MA,GRU,0.2411328153161021
MSE,MA,LSTM,0.15628397306724315
MSE,DReg,CNN,2.9562960181729085
MSE,DReg,RNN,0.01999340676215314
MSE,DReg,GRU,0.021434107244821803
MSE,DReg,LSTM,0.018925353604263388
MSE,MA DReg,CNN,3.128800721410258
MSE,MA DReg,RNN,0.12382015883597279
MSE,MA DReg,GRU,0.17987907360346783
MSE,MA DReg,LSTM,0.30564241200180353
MSE,HY,CNN LSTM,0.8969625729964239
MSE,HY,LSTM RNN GRU,0.016792174428149523
MSE,HY,CNN RNN GRU,0.8723603555315009
MSE,HY,CNN GRU,0.8818443290356002
MSE,HY,RNN GRU,0.022221100297491785
MSE,HY,RNN LSTM,0.017956734939156758
MSE,MA HY,CNN LSTM,0.8821475811416978
MSE,MA HY,LSTM RNN GRU,0.2408413228680827
MSE,MA HY,CNN RNN GRU,0.8841491323123396
MSE,MA HY,CNN GRU,0.8833392289076824
MSE,MA HY,RNN GRU,0.04927288115188209
MSE,MA HY,RNN LSTM,0.09361911569433899
RMSE,General,CNN,1.8039343888487422
RMSE,General,RNN,1.028389847181951
RMSE,General,GRU,0.9170433577584592
RMSE,General,LSTM,0.8641491365082165
RMSE,MA,CNN,1.2797975545188691
RMSE,MA,RNN,0.19477020676018414
RMSE,MA,GRU,0.4910527622527971
RMSE,MA,LSTM,0.39532767809406305
RMSE,DReg,CNN,1.7193882685923236
RMSE,DReg,RNN,0.14139804369987988
RMSE,DReg,GRU,0.1464039181334359
RMSE,DReg,LSTM,0.13756945011252822
RMSE,MA DReg,CNN,1.7688416326540535
RMSE,MA DReg,RNN,0.3518808872842809
RMSE,MA DReg,GRU,0.42412153164331073
RMSE,MA DReg,LSTM,0.5528493574218962
RMSE,HY,CNN LSTM,0.9470810804764416
RMSE,HY,LSTM RNN GRU,0.12958462265311238
RMSE,HY,CNN RNN GRU,0.9340023316520687
RMSE,HY,CNN GRU,0.9390656681167724
RMSE,HY,RNN GRU,0.14906743540254452
RMSE,HY,RNN LSTM,0.13400274228222628
RMSE,MA HY,CNN LSTM,0.9392271190408089
RMSE,MA HY,LSTM RNN GRU,0.49075586890844486
RMSE,MA HY,CNN RNN GRU,0.9402920462879284
RMSE,MA HY,CNN GRU,0.9398612817366626
RMSE,MA HY,RNN GRU,0.22197495613668242
RMSE,MA HY,RNN LSTM,0.30597241002145764
MAE,General,CNN,1.5563280249966516
MAE,General,RNN,0.8283836889266968
MAE,General,GRU,0.793730305035909
MAE,General,LSTM,0.7601439321041107
MAE,MA,CNN,0.9783460390008984
MAE,MA,RNN,0.1526835759811931
MAE,MA,GRU,0.3960526468025314
MAE,MA,LSTM,0.28167418171962105
MAE,DReg,CNN,1.4778633527126577
MAE,DReg,RNN,0.10823143425708014
MAE,DReg,GRU,0.110008037993167
MAE,DReg,LSTM,0.11340327402783762
MAE,MA DReg,CNN,1.5208427061637242
MAE,MA DReg,RNN,0.299178311129411
MAE,MA DReg,GRU,0.3779086443781853
MAE,MA DReg,LSTM,0.4605725918213526
MAE,HY,CNN LSTM,0.7632978440655602
MAE,HY,LSTM RNN GRU,0.10560595281266916
MAE,HY,CNN RNN GRU,0.7737251053916083
MAE,HY,CNN GRU,0.7704343163967132
MAE,HY,RNN GRU,0.11429564830433162
MAE,HY,RNN LSTM,0.10448093255412659
MAE,MA HY,CNN LSTM,0.7703376856777403
MAE,MA HY,LSTM RNN GRU,0.40848139544328055
MAE,MA HY,CNN RNN GRU,0.770424357453982
MAE,MA HY,CNN GRU,0.769952010512352
MAE,MA HY,RNN GRU,0.17468653192122774
MAE,MA HY,RNN LSTM,0.24358995871411426
R2,General,CNN,-2.888339917383309
R2,General,RNN,-0.26368348332451674
R2,General,GRU,-0.004852893767383293
R2,General,LSTM,0.10772207425474845
R2,MA,CNN,-0.9570652261984729
R2,MA,RNN,0.9546718703935413
R2,MA,GRU,0.711876245676718
R2,MA,LSTM,0.8132600699673999
R2,DReg,CNN,-2.5324064314114483
R2,DReg,RNN,0.9761103630359373
R2,DReg,GRU,0.9743889049615657
R2,DReg,LSTM,0.9773865538574339
R2,MA DReg,CNN,-2.73852811862359
R2,MA DReg,RNN,0.8520502944488979
R2,MA DReg,GRU,0.7850668564422295
R2,MA DReg,LSTM,0.6347952927479363
R2,HY,CNN LSTM,-0.07175883000584293
R2,HY,LSTM RNN GRU,0.9799354379322143
R2,HY,CNN RNN GRU,-0.04236223688192853
R2,HY,CNN GRU,-0.05369440686601612
R2,HY,RNN GRU,0.9734485460449895
R2,HY,RNN LSTM,0.9785439328144716
R2,MA HY,CNN LSTM,-0.054056755454700456
R2,MA HY,LSTM RNN GRU,0.7122245429350986
R2,MA HY,CNN RNN GRU,-0.05644836041729939
R2,MA HY,CNN GRU,-0.05548062647663632
R2,MA HY,RNN GRU,0.9411250290210619
R2,MA HY,RNN LSTM,0.8881367886203358
