LSTM,MA LSTM,DReg LSTM,MA DReg LSTM,HY CNN LSTM,HY LSTM RNN GRU,HY RNN LSTM,MA HY CNN LSTM,MA HY LSTM RNN GRU,MA HY RNN LSTM
0.4995111198233715,0.6898386440676985,1.0,0.811349101715169,0.4531994928955687,0.9990164041675518,0.9981904806009319,0.4717396589198377,0.9185298132753585,0.9214750185688325
-0.6173538750244523,0.9934652026219516,0.9909005217308242,0.9592641383044708,0.6518928089998106,0.9436299642969492,0.616123331246361,0.6124800816316485,0.9533542813996504,0.6130771019784045
0.9751140800219116,0.9718712117305314,0.9756041950920664,0.9741252107879576,0.9706005582240784,0.9796400783082112,0.9782401404506283,0.9729142031677236,0.9756963947052548,0.9489244111021548
0.9751140800219116,0.9718712117305314,0.9756041950920664,0.9741252107879576,0.9706005582240784,0.9796400783082112,0.9782401404506283,0.9729142031677236,0.9756963947052548,0.9489244111021548
0.8582179005757631,0.9746817469375886,0.9995161783145026,0.979013059321661,0.8423366399044785,0.9999574695535416,0.9996295026776305,0.8451306102904856,0.9863991978037485,0.98979024696194
-1.0,0.9767282198062162,1.0,0.9149240120718704,0.5840244639015237,0.8962054544976232,0.590722923759663,0.5282689414311021,0.9079199718036464,0.5530077098228809
0.972938511959569,0.9714819292408235,0.974209024625698,0.9715002564144049,0.9784669990810504,0.9767323246623284,0.9748860889275232,0.9707035847259496,0.9764867233051726,0.9717264371557508
0.972938511959569,0.9714819292408235,0.974209024625698,0.9715002564144049,0.9784669990810504,0.9767323246623284,0.9748860889275232,0.9707035847259496,0.9764867233051726,0.9717264371557508
0.5490427730389311,0.9138244552649126,0.9986821599598499,0.82155347617123,0.45624642956562567,1.0,0.9992805552914787,0.46539886724140667,0.8615864330189187,0.9525376862400787
-0.6113986657677869,0.9884868750471862,1.0,0.9189406622772314,0.6292562827004555,0.8835052881578935,0.5694233413818537,0.5527934071486662,0.9131226306188158,0.539277337486034
0.9823013089078764,0.9821117450619828,0.9819555942816488,0.978612650468658,0.9859086495672836,0.9837941414455896,0.985127494318762,0.9774144147202466,0.9783618892408308,0.9745189877140352
0.9823013089078764,0.9821117450619828,0.9819555942816488,0.978612650468658,0.9859086495672836,0.9837941414455896,0.985127494318762,0.9774144147202466,0.9783618892408308,0.9745189877140352
0.5941172425870758,0.7104985847085099,0.9990389381801303,0.9161192025527858,0.5673300928803584,1.0,0.9987702009840604,0.5654690182502882,0.966195478801811,0.956117106148842
-0.671641938246264,0.951359347728213,1.0,0.8983889458631871,0.5634621465596441,0.8959298891171359,0.4890279545194465,0.5968388404415295,0.9031942814009676,0.5028811799028501
0.9758731585492372,0.9723239263768952,0.9728349896982148,0.9694869696461904,0.9773932072934052,0.979387597487396,0.9844988703409234,0.973923784888674,0.9697875311674402,0.9576112461994888
0.9758731585492372,0.9723239263768952,0.9728349896982148,0.9694869696461904,0.9773932072934052,0.979387597487396,0.9844988703409234,0.973923784888674,0.9697875311674402,0.9576112461994888
